arrival_id,date,mandi_id,crop_name,variety,farmer_count,arrival_quantity_qtl
ARR0003522,2026-06-19,MANDI-020,Mustard,Local,71.0,228.88
ARR0010923,2026-02-17,MANDI-036,Mustard,,133.0,401.57
ARR0021114,2026-08-27,MANDI-057,Mustard,Premium,54.0,228.7
ARR0004479,2026-02-20,MANDI-012,Cotton,Local,102.0,126.08
ARR0005661,2026-08-28,MANDI-045,Mustard,Hybrid,131.0,21.0
ARR0009789,2026-06-02,MANDI-017,Wheat,HD-2967,67.0,172.07
ARR0000068,2026-04-14,MANDI-046,Rice,HD-2967,16.0,373.44
ARR0010777,2026-01-29,MANDI-012,Maize,PBW-343,140.0,315.33
ARR0013520,2026-02-11,MANDI-035,Wheat,Pusa-1121,130.0,258.4
ARR0021049,2026-12-01,MANDI-016,Rice,Pusa-1121,65.0,42.68
ARR0017643,2026-01-18,MANDI-017,Wheat,Local,54.0,242.43
ARR0003840,2026-01-31,MANDI-045,Rice,Premium,88.0,439.51
ARR0015716,2026-05-25,MANDI-003,Rice,,127.0,469.42
ARR0017376,2026-05-27,MANDI-046,Wheat,Premium,70.0,415.37
ARR0019889,2026-08-25,MANDI-053,Cotton,Hybrid,5.0,97.01
ARR0008306,2026-02-23,MANDI-009,Sugarcane,Pusa-1121,,63.190000000000005
ARR0000920,2026-08-30,MANDI-006,Rice,PBW-343,135.0,190.47
ARR0010702,2026-04-30,MANDI-016,Rice,HD-2967,45.0,30.0
ARR0000166,2026-06-28,MANDI-051,Mustard,PBW-343,,399.54
ARR0022973,2026-03-01,MANDI-025,Rice,Hybrid,108.0,142.01
ARR0021832,2026-06-12,MANDI-044,Rice,PBW-343,89.0,227.2
ARR0006645,2026-04-04,MANDI-029,Mustard,Hybrid,118.0,14.55
ARR0014335,2026-07-01,MANDI-056,Rice,PBW-343,21.0,202.68
ARR0016286,2026-05-22,MANDI-028,Mustard,Local,124.0,141.87
ARR0014283,2026-04-28,MANDI-027,Wheat,HD-2967,149.0,162.24
ARR0004595,2026-07-29,MANDI-054,Mustard,,14.0,53.09
,2026-04-23,MANDI-012,Mustard,Pusa-1121,,394.92
ARR0010699,2026-07-27,MANDI-016,Rice,Pusa-1121,116.0,70.49
ARR0013300,2026-07-03,MANDI-023,Maize,Pusa-1121,,350.98
ARR0002851,2026-07-15,MANDI-010,Mustard,Premium,28.0,34.9
ARR0019213,2026-08-29,MANDI-024,Rice,PBW-343,94.0,499.95
ARR0012639,2026-02-22,MANDI-013,Rice,PBW-343,29.0,315.62
ARR0023263,2026-01-05,MANDI-051,Cotton,Premium,147.0,158.61
ARR0004461,2026-04-05,MANDI-034,Maize,HD-2967,55.0,191.3
ARR0022299,2026-07-02,MANDI-040,Cotton,PBW-343,69.0,185.57
ARR0014909,2026-03-25,MANDI-041,Sugarcane,PBW-343,37.0,27.0
ARR0006624,2026-07-12,MANDI-047,Maize,Hybrid,85.0,2.9198000000000004
ARR0009307,2026-05-11,MANDI-050,Maize,Hybrid,78.0,442.48
ARR0023723,2026-08-09,MANDI-039,Rice,,,260.06
ARR0008491,2026-02-17,MANDI-046,Cotton,Local,12.0,388.84000000000003
ARR0009868,2026-01-22,MANDI-033,Mustard,,40.0,176.29
ARR0002736,2026-02-05,MANDI-026,Sugarcane,Local,61.0,396.44
ARR0005670,2026-02-16,MANDI-029,Maize,Local,,457.33
ARR0012032,2026-07-13,MANDI-046,Sugarcane,Hybrid,85.0,121.61
ARR0024458,2026-02-27,MANDI-057,Sugarcane,Local,136.0,282.22
ARR0002379,2026-02-24,MANDI-039,Sugarcane,Hybrid,47.0,433.35
ARR0015624,2026-01-31,MANDI-021,Sugarcane,Pusa-1121,68.0,495.58
ARR0004173,2026-02-22,MANDI-048,Wheat,Premium,18.0,232.2
ARR0012392,2026-03-29,MANDI-051,Maize,Premium,69.0,352.48
ARR0012743,2026-04-22,MANDI-017,Sugarcane,Premium,141.0,244.07
ARR0016104,2026-07-17,MANDI-037,Wheat,PBW-343,,172.41
ARR0021059,2026-09-01,MANDI-005,Mustard,Pusa-1121,98.0,464.81
ARR0014011,2026-04-05,MANDI-015,Mustard,Pusa-1121,7.0,16.0
ARR0000366,2026-05-08,MANDI-008,Maize,Pusa-1121,49.0,178.63
ARR0002104,2026-02-02,MANDI-028,Maize,Local,,80.51
ARR0020144,2026-04-21,MANDI-041,Rice,Hybrid,59.0,466.65
ARR0000690,2026-07-26,MANDI-053,Cotton,HD-2967,118.0,351.4
ARR0018222,2026-05-27,MANDI-021,Wheat,PBW-343,78.0,330.45000000000005
ARR0023129,2026-08-08,MANDI-024,Mustard,Premium,24.0,12.8
ARR0019260,2026-07-21,MANDI-030,Rice,Hybrid,80.0,36.0
ARR0009733,2026-01-10,MANDI-024,Rice,Hybrid,66.0,428.69
ARR0005711,2026-05-18,MANDI-033,Rice,Pusa-1121,26.0,159.55
ARR0016035,2026-05-29,MANDI-042,Wheat,Hybrid,94.0,142.81
ARR0020885,2026-01-28,MANDI-039,Sugarcane,Pusa-1121,130.0,416.98
ARR0015229,2026-04-07,MANDI-050,Rice,Hybrid,,61.28
ARR0001094,2026-01-08,MANDI-047,Mustard,HD-2967,60.0,496.41
ARR0018966,2026-02-24,MANDI-022,Wheat,Local,82.0,402.07
,2026-02-19,MANDI-023,Cotton,Local,34.0,369.55
ARR0001457,2026-04-07,MANDI-048,Mustard,Premium,132.0,42.23
ARR0015900,2026-06-09,MANDI-037,Sugarcane,PBW-343,44.0,473.89
ARR0016545,2026-06-19,MANDI-010,Rice,,62.0,99.75
ARR0000204,2026-07-10,MANDI-047,Sugarcane,HD-2967,76.0,319.88
ARR0020325,2026-06-25,MANDI-019,Wheat,PBW-343,41.0,155.29
ARR0023051,2026-04-06,MANDI-057,Cotton,Pusa-1121,143.0,322.14
ARR0024389,2026-03-13,MANDI-011,Cotton,PBW-343,,226.18
ARR0004934,2026-01-24,MANDI-053,Sugarcane,,60.0,252.55
ARR0010007,2026-07-21,MANDI-032,Cotton,Pusa-1121,121.0,214.98
ARR0001053,2026-05-16,MANDI-014,Maize,Hybrid,60.0,43.0
ARR0001231,2026-02-28,MANDI-011,Cotton,HD-2967,139.0,426.79
ARR0015797,2026-07-07,MANDI-051,Cotton,Hybrid,57.0,333.65
ARR0019431,2026-12-04,MANDI-006,Sugarcane,Premium,5.0,184.5
,2026-07-26,MANDI-051,Rice,Hybrid,72.0,2.0
ARR0019300,2026-02-15,MANDI-012,Mustard,,120.0,218.87
ARR0024571,2026-03-31,MANDI-017,Wheat,,17.0,45.0
ARR0023022,2026-04-04,MANDI-004,Mustard,,40.0,71.61
ARR0021946,2026-02-18,MANDI-040,Cotton,Local,43.0,469.67
ARR0004252,2026-06-29,MANDI-011,Wheat,,149.0,349.66
ARR0015021,2026-01-25,MANDI-004,Wheat,Hybrid,,193.32
ARR0013441,2026-01-31,MANDI-025,Cotton,PBW-343,147.0,364.45
ARR0012227,2026-07-15,MANDI-006,Mustard,PBW-343,30.0,337.35
ARR0019110,2026-02-28,MANDI-008,Wheat,Pusa-1121,77.0,460.99
ARR0020675,2026-06-13,MANDI-003,Cotton,PBW-343,67.0,116.32
ARR0004335,2026-05-27,MANDI-031,Maize,HD-2967,92.0,135.96
ARR0010745,2026-08-19,MANDI-039,Maize,Hybrid,46.0,312.7
ARR0020480,2026-07-17,MANDI-015,Sugarcane,Premium,119.0,175.39
ARR0016768,2026-04-10,MANDI-010,Wheat,HD-2967,109.0,206.23000000000002
ARR0013681,2026-06-03,MANDI-029,Rice,PBW-343,8.0,439.23
ARR0007486,2026-02-23,MANDI-004,Wheat,Pusa-1121,117.0,476.3
ARR0012946,2026-03-19,MANDI-032,Maize,Pusa-1121,127.0,89.9
ARR0004887,2026-01-19,MANDI-015,Cotton,Hybrid,91.0,188.15
ARR0000858,2026-07-26,MANDI-027,Maize,HD-2967,18.0,14.0
ARR0016755,2026-07-25,MANDI-041,Cotton,Local,37.0,98.83
ARR0006540,2026-06-05,MANDI-057,Cotton,HD-2967,28.0,111.23999999999998
ARR0018946,2026-01-12,MANDI-054,Wheat,HD-2967,10.0,481.22
ARR0020186,2026-05-14,MANDI-034,Mustard,HD-2967,99.0,496.87
ARR0021258,2026-07-21,MANDI-007,Cotton,Local,61.0,271.86
ARR0012683,2026-05-17,MANDI-012,Sugarcane,Hybrid,82.0,97.0
ARR0010540,2026-07-06,MANDI-006,Mustard,Hybrid,,364.03000000000003
ARR0008842,2026-03-24,MANDI-006,Sugarcane,Premium,48.0,271.24
ARR0006860,2026-04-09,MANDI-039,Sugarcane,,32.0,239.47
ARR0010974,2026-09-04,MANDI-051,Cotton,HD-2967,137.0,309.27
ARR0021309,2026-02-16,MANDI-001,Wheat,Premium,,255.85
ARR0010626,2026-02-15,MANDI-005,Maize,Premium,,162.72
ARR0000955,2026-08-19,MANDI-009,Wheat,,110.0,79.25
ARR0007405,2026-07-27,MANDI-021,Maize,HD-2967,44.0,102.16
ARR0005945,2026-01-27,MANDI-036,Maize,Local,35.0,442.24
ARR0017000,2026-06-16,MANDI-047,Wheat,HD-2967,110.0,251.0
ARR0018960,2026-07-30,MANDI-022,Sugarcane,Local,,307.11
ARR0000054,2026-06-28,MANDI-007,Mustard,Premium,81.0,14.6
ARR0006411,2026-05-25,MANDI-048,Wheat,Hybrid,39.0,303.11
ARR0019725,2026-09-07,MANDI-013,Wheat,Local,24.0,16.0
ARR0003517,2026-01-20,MANDI-001,Maize,,81.0,492.63
ARR0019276,2026-05-28,MANDI-032,Wheat,Hybrid,25.0,203.78
ARR0020030,2026-06-07,MANDI-007,Mustard,Hybrid,20.0,51.370000000000005
ARR0011749,2026-08-28,MANDI-045,Rice,HD-2967,47.0,208.71000000000004
ARR0000490,2026-01-18,MANDI-030,Rice,HD-2967,15.0,174.4
ARR0013146,2026-02-13,MANDI-022,Sugarcane,Local,,108.52
ARR0015936,2026-06-12,MANDI-039,Maize,PBW-343,42.0,458.78
ARR0018197,2026-02-20,MANDI-009,Sugarcane,HD-2967,112.0,224.51
ARR0023241,2026-05-26,MANDI-049,Sugarcane,,50.0,453.82
ARR0017375,2026-01-17,MANDI-054,Mustard,PBW-343,72.0,434.22
ARR0017289,2026-07-15,MANDI-004,Cotton,Premium,140.0,244.33
ARR0022636,2026-03-26,MANDI-048,Sugarcane,Local,89.0,357.34
ARR0011706,2026-02-16,MANDI-010,Sugarcane,Premium,103.0,417.78000000000003
ARR0002973,2026-05-16,MANDI-050,Maize,Pusa-1121,110.0,380.31999999999994
ARR0023782,2026-05-28,MANDI-027,Wheat,,25.0,248.69
ARR0002943,2026-03-08,MANDI-051,Sugarcane,PBW-343,137.0,29.0
ARR0003164,2026-02-20,MANDI-050,Cotton,Hybrid,109.0,376.44
ARR0002619,2026-04-21,MANDI-044,Cotton,Hybrid,8.0,437.38
ARR0019997,2026-01-03,MANDI-032,Maize,,33.0,78.1
ARR0008236,2026-03-30,MANDI-021,Maize,,100.0,377.1
ARR0011619,2026-07-05,MANDI-036,Maize,Local,91.0,228.13
ARR0020177,2026-06-15,MANDI-022,Maize,Premium,16.0,309.28
ARR0011764,2026-04-28,MANDI-013,Cotton,Hybrid,107.0,250.49
ARR0011578,2026-08-23,MANDI-030,Sugarcane,Premium,147.0,350.51
ARR0002855,2026-03-26,MANDI-038,Cotton,PBW-343,137.0,129.07
ARR0003440,2026-06-09,MANDI-024,Cotton,,,378.76
ARR0001893,2026-07-04,MANDI-004,Sugarcane,,45.0,294.86
ARR0024898,2026-01-05,MANDI-033,Rice,Local,,14.0
ARR0015769,2026-02-21,MANDI-046,Maize,Local,24.0,299.47
ARR0013007,2026-08-31,MANDI-005,Rice,Pusa-1121,25.0,357.97
ARR0011768,2026-02-05,MANDI-040,Mustard,Premium,125.0,492.34000000000003
ARR0017890,2026-08-23,MANDI-034,Mustard,Premium,127.0,364.59000000000003
ARR0000671,2026-04-05,MANDI-041,Cotton,PBW-343,25.0,22.11
ARR0000424,2026-08-27,MANDI-046,Mustard,Pusa-1121,105.0,263.32
ARR0015241,2026-01-02,MANDI-039,Mustard,Hybrid,54.0,384.84000000000003
ARR0014897,2026-07-01,MANDI-038,Cotton,Pusa-1121,127.0,210.33999999999997
ARR0009472,2026-12-04,MANDI-052,Cotton,Pusa-1121,38.0,304.81
ARR0022498,2026-04-15,MANDI-024,Sugarcane,Premium,,25.0
ARR0000898,2026-02-13,MANDI-030,Cotton,Hybrid,89.0,469.09
ARR0003307,2026-03-21,MANDI-031,Sugarcane,HD-2967,65.0,20.51
ARR0008027,2026-04-04,MANDI-025,Wheat,HD-2967,21.0,440.53
ARR0010859,2026-06-06,MANDI-006,Maize,,117.0,147.76
ARR0002891,2026-08-23,MANDI-034,Cotton,Pusa-1121,97.0,476.4
ARR0014395,2026-06-23,MANDI-057,Cotton,HD-2967,,459.69
ARR0021613,2026-01-06,MANDI-028,Cotton,Hybrid,,107.29
ARR0008398,2026-02-17,MANDI-046,Maize,HD-2967,32.0,433.47
ARR0014006,2026-03-20,MANDI-018,Cotton,PBW-343,58.0,123.93
ARR0016387,2026-07-11,MANDI-029,Mustard,Local,118.0,16.85
ARR0014163,2026-05-19,MANDI-006,Sugarcane,Premium,119.0,1.7896
ARR0011997,2026-09-05,MANDI-001,Sugarcane,Premium,54.0,377.16999999999996
ARR0000635,2026-07-11,MANDI-012,Sugarcane,HD-2967,9.0,198.67
ARR0012509,2026-11-05,MANDI-029,Sugarcane,HD-2967,63.0,247.98
ARR0016916,2026-02-03,MANDI-011,Mustard,,53.0,365.25
,2026-04-04,MANDI-037,Rice,,104.0,495.41
ARR0023994,2026-04-14,MANDI-001,Rice,Premium,108.0,424.21
ARR0006477,2026-03-19,MANDI-046,Sugarcane,HD-2967,95.0,480.76
ARR0015170,2026-07-04,MANDI-037,Sugarcane,Pusa-1121,28.0,176.4
ARR0004178,2026-02-27,MANDI-032,Rice,Hybrid,28.0,58.39
ARR0023749,2026-09-09,MANDI-016,Mustard,Local,66.0,487.9
ARR0011317,2026-05-23,MANDI-023,Mustard,Pusa-1121,136.0,262.56
ARR0011065,2026-01-15,MANDI-001,Sugarcane,Local,62.0,479.97
ARR0019791,2026-06-19,MANDI-008,Mustard,PBW-343,16.0,60.42
ARR0010532,2026-05-10,MANDI-021,Maize,Pusa-1121,80.0,269.11
ARR0005992,2026-09-08,MANDI-012,Mustard,Premium,78.0,46.28
ARR0021979,2026-04-07,MANDI-049,Maize,Local,63.0,323.4
ARR0018950,2026-04-28,MANDI-056,Mustard,Pusa-1121,109.0,138.24
ARR0002582,2026-03-06,MANDI-042,Rice,Local,47.0,40.45
ARR0023563,2026-08-09,MANDI-037,Sugarcane,Premium,104.0,357.84000000000003
ARR0012000,2026-03-16,MANDI-050,Maize,Pusa-1121,106.0,22.0
ARR0008386,2026-04-20,MANDI-009,Cotton,Pusa-1121,130.0,85.18
ARR0018992,2026-02-04,MANDI-003,Maize,PBW-343,113.0,299.44
ARR0010675,2026-01-17,MANDI-010,Mustard,HD-2967,43.0,108.47
ARR0009448,2026-02-11,MANDI-004,Maize,,150.0,188.65
ARR0002105,2026-03-27,MANDI-022,Wheat,Premium,122.0,260.89
,2026-01-11,MANDI-046,Mustard,Premium,19.0,477.03
ARR0024782,2026-01-07,MANDI-022,Wheat,HD-2967,,21.71
ARR0003765,2026-05-27,MANDI-007,Cotton,Local,24.0,281.95
ARR0004235,2026-04-19,MANDI-052,Maize,HD-2967,5.0,42.64
ARR0004995,2026-01-30,MANDI-032,Wheat,HD-2967,,82.82
ARR0022328,2026-07-29,MANDI-041,Mustard,Local,34.0,442.01
ARR0005058,2026-04-29,MANDI-031,Sugarcane,Hybrid,44.0,410.24
ARR0017043,2026-05-01,MANDI-048,Cotton,PBW-343,139.0,1.3903999999999999
ARR0004435,2026-04-27,MANDI-015,Rice,HD-2967,150.0,258.98
ARR0011677,2026-07-14,MANDI-022,Rice,PBW-343,17.0,428.89
ARR0000718,2026-01-10,MANDI-045,Wheat,PBW-343,53.0,435.81
ARR0003817,2026-08-25,MANDI-024,Sugarcane,PBW-343,86.0,476.77
ARR0006774,2026-05-12,MANDI-043,Mustard,PBW-343,19.0,14.0
ARR0011187,2026-09-09,MANDI-025,Cotton,Pusa-1121,115.0,137.02
ARR0010739,2026-03-25,MANDI-055,Wheat,HD-2967,89.0,243.89
ARR0014672,2026-07-06,MANDI-033,Cotton,PBW-343,,214.91
ARR0009814,2026-07-02,MANDI-042,Cotton,Local,31.0,70.41
ARR0016448,2026-06-28,MANDI-026,Maize,PBW-343,120.0,384.08000000000004
ARR0020289,2026-07-10,MANDI-047,Mustard,Pusa-1121,85.0,114.57
ARR0024325,2026-03-14,MANDI-055,Mustard,Hybrid,40.0,436.54
,2026-07-01,MANDI-051,Wheat,Pusa-1121,77.0,3.278
ARR0006812,2026-03-30,MANDI-054,Sugarcane,Pusa-1121,129.0,284.09
ARR0003894,2026-04-07,MANDI-020,Cotton,Premium,80.0,268.45
,2026-06-21,MANDI-024,Cotton,Local,113.0,181.8
ARR0015130,2026-01-22,MANDI-017,Sugarcane,Local,82.0,421.67
,2026-02-24,MANDI-014,Mustard,PBW-343,105.0,258.86
ARR0003701,2026-08-28,MANDI-007,Rice,HD-2967,141.0,252.31
ARR0007375,2026-02-12,MANDI-042,Wheat,HD-2967,131.0,407.88
ARR0018173,2026-03-19,MANDI-027,Maize,,79.0,451.63
ARR0006315,2026-11-04,MANDI-044,Wheat,Premium,140.0,179.31
ARR0012817,2026-07-16,MANDI-049,Mustard,Premium,108.0,6.0
ARR0003646,2026-07-04,MANDI-037,Wheat,,81.0,5.0
ARR0018161,2026-02-06,MANDI-044,Cotton,Pusa-1121,115.0,171.56
ARR0000193,2026-08-13,MANDI-034,Sugarcane,PBW-343,105.0,101.61
ARR0013415,2026-06-13,MANDI-040,Maize,PBW-343,,73.28
ARR0000817,2026-06-14,MANDI-041,Maize,,59.0,321.49
ARR0024767,2026-09-07,MANDI-056,Maize,Pusa-1121,135.0,449.09
ARR0015811,2026-05-09,MANDI-028,Maize,,72.0,267.34
ARR0006161,2026-02-04,MANDI-039,Mustard,Premium,27.0,209.47
ARR0015642,2026-05-10,MANDI-035,Maize,Pusa-1121,,178.13
ARR0019072,2026-08-22,MANDI-044,Maize,Local,28.0,386.33
ARR0004391,2026-02-06,MANDI-037,Mustard,PBW-343,19.0,449.04
ARR0011165,2026-03-23,MANDI-037,Rice,Premium,90.0,493.93
ARR0004928,2026-08-11,MANDI-015,Wheat,Hybrid,139.0,238.16
ARR0005553,2026-07-08,MANDI-057,Sugarcane,Local,142.0,357.12
ARR0010800,2026-07-09,MANDI-002,Rice,Hybrid,107.0,134.93
ARR0022820,2026-06-11,MANDI-002,Maize,HD-2967,13.0,205.2
ARR0000239,2026-08-20,MANDI-018,Wheat,PBW-343,45.0,448.92
ARR0012208,2026-05-20,MANDI-013,Rice,Local,40.0,63.67
ARR0024820,2026-05-08,MANDI-004,Cotton,Hybrid,117.0,397.77
ARR0011170,2026-11-07,MANDI-015,Maize,Local,25.0,445.08
ARR0021356,2026-01-03,MANDI-002,Wheat,Hybrid,,301.22
ARR0004237,2026-06-08,MANDI-015,Wheat,Premium,,349.39
ARR0005619,2026-04-20,MANDI-006,Maize,HD-2967,15.0,347.7
ARR0021951,2026-08-06,MANDI-040,Cotton,Local,149.0,276.69
ARR0008641,2026-03-13,MANDI-032,Wheat,Hybrid,16.0,382.69
ARR0005098,2026-08-22,MANDI-044,Wheat,Hybrid,10.0,90.94
ARR0014666,2026-05-21,MANDI-022,Sugarcane,HD-2967,20.0,110.51
ARR0002243,2026-02-26,MANDI-019,Mustard,Premium,,494.04
ARR0021431,2026-05-27,MANDI-033,Wheat,Local,,14.95
ARR0003553,2026-10-07,MANDI-034,Cotton,PBW-343,125.0,496.94000000000005
ARR0019390,2026-08-20,MANDI-031,Mustard,Premium,14.0,489.59
ARR0019745,2026-08-10,MANDI-030,Maize,Local,89.0,28.53
ARR0024417,2026-03-31,MANDI-023,Mustard,HD-2967,69.0,436.15
ARR0008329,2026-03-14,MANDI-019,Sugarcane,PBW-343,91.0,103.87
ARR0005629,2026-08-16,MANDI-041,Sugarcane,HD-2967,103.0,16.25
ARR0010603,2026-07-04,MANDI-005,Rice,PBW-343,105.0,301.85
ARR0004508,2026-02-18,MANDI-022,Maize,Pusa-1121,53.0,383.16
ARR0023718,2026-07-05,MANDI-043,Wheat,Hybrid,125.0,478.31000000000006
ARR0012175,2026-09-06,MANDI-016,Sugarcane,Local,119.0,440.85
ARR0014454,2026-04-04,MANDI-002,Cotton,Local,,251.75
ARR0016531,2026-07-28,MANDI-035,Sugarcane,,64.0,120.29
ARR0015094,2026-06-25,MANDI-042,Wheat,Premium,82.0,134.44
ARR0023221,2026-06-16,MANDI-001,Rice,Pusa-1121,137.0,162.84
ARR0002295,2026-07-15,MANDI-024,Maize,,126.0,77.79
ARR0011804,2026-03-20,MANDI-004,Mustard,,98.0,279.49
ARR0018630,2026-01-26,MANDI-038,Maize,Pusa-1121,,43.11
ARR0023706,2026-12-08,MANDI-018,Wheat,,120.0,366.65
ARR0014319,2026-11-02,MANDI-042,Wheat,HD-2967,58.0,265.48
ARR0021886,2026-03-02,MANDI-020,Cotton,Hybrid,43.0,57.45
ARR0021114,2026-08-27,MANDI-057,Mustard,Premium,54.0,228.7
ARR0008691,2026-05-19,MANDI-025,Sugarcane,Local,,434.31
ARR0007082,2026-06-07,MANDI-002,Wheat,HD-2967,88.0,185.66
,2026-01-20,MANDI-042,Wheat,Local,17.0,429.28000000000003
ARR0008913,2026-03-09,MANDI-057,Wheat,Hybrid,25.0,366.52
ARR0020769,2026-06-28,MANDI-019,Sugarcane,Local,80.0,231.35
ARR0013046,2026-02-25,MANDI-037,Sugarcane,Local,50.0,226.4
ARR0021369,2026-05-14,MANDI-033,Sugarcane,Pusa-1121,120.0,216.9
,2026-12-01,MANDI-042,Mustard,HD-2967,12.0,353.86
ARR0011282,2026-06-21,MANDI-001,Wheat,Premium,15.0,491.27
ARR0014956,2026-03-20,MANDI-040,Maize,Hybrid,,347.53000000000003
ARR0024687,2026-04-21,MANDI-051,Maize,PBW-343,60.0,101.08
ARR0020930,2026-06-26,MANDI-052,Wheat,Premium,42.0,204.9
ARR0016981,2026-08-19,MANDI-053,Maize,Pusa-1121,43.0,438.15
ARR0024586,2026-01-19,MANDI-050,Cotton,Pusa-1121,99.0,469.58
ARR0011511,2026-08-21,MANDI-013,Wheat,PBW-343,113.0,81.52
ARR0005521,2026-01-04,MANDI-004,Maize,PBW-343,70.0,135.17
ARR0018032,2026-03-01,MANDI-019,Sugarcane,Local,77.0,88.83
ARR0011822,2026-08-30,MANDI-052,Rice,PBW-343,66.0,26.0
ARR0002701,2026-06-23,MANDI-030,Maize,,,254.22
ARR0001701,2026-07-15,MANDI-023,Cotton,Local,,45.0
ARR0013597,2026-04-16,MANDI-042,Mustard,PBW-343,55.0,366.69
ARR0019158,2026-03-26,MANDI-043,Sugarcane,PBW-343,,399.56
ARR0006969,2026-08-27,MANDI-043,Sugarcane,,61.0,105.48
ARR0023958,2026-07-09,MANDI-044,Mustard,HD-2967,65.0,272.63
ARR0016323,2026-06-02,MANDI-030,Rice,PBW-343,135.0,494.32
ARR0006220,2026-08-21,MANDI-010,Wheat,Pusa-1121,85.0,218.0
ARR0021858,2026-08-13,MANDI-006,Rice,HD-2967,,260.98
ARR0000087,2026-05-30,MANDI-017,Sugarcane,Premium,133.0,281.62
ARR0004411,2026-06-14,MANDI-020,Mustard,PBW-343,119.0,270.33
ARR0023331,2026-06-30,MANDI-047,Wheat,Hybrid,45.0,196.1
ARR0018979,2026-07-19,MANDI-052,Cotton,,8.0,80.89
ARR0015347,2026-05-14,MANDI-034,Mustard,,124.0,328.19
ARR0017414,2026-05-03,MANDI-033,Sugarcane,Local,24.0,291.21
ARR0000137,2026-04-17,MANDI-005,Wheat,Local,25.0,291.0
ARR0006973,2026-05-27,MANDI-053,Maize,Hybrid,98.0,349.51
ARR0011088,2026-02-15,MANDI-057,Wheat,Hybrid,33.0,126.41
ARR0019239,2026-01-22,MANDI-024,Sugarcane,,20.0,432.3
ARR0015722,2026-02-18,MANDI-044,Cotton,PBW-343,79.0,496.31
ARR0001201,2026-10-07,MANDI-037,Cotton,HD-2967,94.0,166.62
ARR0006122,2026-02-20,MANDI-048,Cotton,Pusa-1121,76.0,55.21
ARR0015749,2026-07-02,MANDI-031,Cotton,Local,134.0,117.98
ARR0012128,2026-02-11,MANDI-017,Rice,Hybrid,20.0,364.58
ARR0022665,2026-06-26,MANDI-007,Cotton,Premium,117.0,439.93
ARR0014126,2026-04-23,MANDI-016,Rice,HD-2967,,94.01
ARR0013623,2026-01-06,MANDI-036,Cotton,Premium,42.0,241.58
ARR0006297,2026-07-08,MANDI-007,Rice,Premium,82.0,478.66
ARR0003928,2026-04-15,MANDI-031,Sugarcane,HD-2967,74.0,367.17
ARR0014388,2026-04-16,MANDI-019,Sugarcane,PBW-343,80.0,473.03
ARR0024232,2026-06-22,MANDI-031,Maize,Hybrid,11.0,4.7588
ARR0003607,2026-02-15,MANDI-002,Sugarcane,,,464.53000000000003
ARR0021226,2026-02-28,MANDI-011,Cotton,HD-2967,60.0,151.65
ARR0002331,2026-03-21,MANDI-037,Wheat,PBW-343,135.0,451.28000000000003
ARR0011708,2026-01-26,MANDI-042,Maize,Hybrid,101.0,167.68
ARR0002188,2026-05-17,MANDI-052,Cotton,PBW-343,19.0,181.95
ARR0000196,2026-07-09,MANDI-022,Sugarcane,,18.0,349.78
ARR0012357,2026-02-08,MANDI-045,Mustard,HD-2967,,392.19
,2026-01-29,MANDI-056,Sugarcane,Local,91.0,262.27
ARR0015955,2026-07-24,MANDI-050,Wheat,Premium,107.0,257.64
,2026-07-22,MANDI-043,Cotton,Local,15.0,258.37
ARR0002669,2026-01-05,MANDI-010,Cotton,Hybrid,27.0,450.31
ARR0016626,2026-07-26,MANDI-044,Sugarcane,Premium,8.0,60.31
ARR0018453,2026-08-15,MANDI-046,Cotton,Local,87.0,230.73000000000002
ARR0015196,2026-07-04,MANDI-057,Sugarcane,Local,133.0,312.85
ARR0002762,2026-03-11,MANDI-004,Maize,,84.0,84.17
ARR0002033,2026-02-22,MANDI-021,Rice,Pusa-1121,113.0,75.48
ARR0017029,2026-02-18,MANDI-026,Cotton,Hybrid,99.0,207.4
ARR0005104,2026-07-03,MANDI-014,Wheat,HD-2967,18.0,136.35
ARR0013653,2026-08-17,MANDI-052,Sugarcane,Pusa-1121,25.0,47.86
ARR0001638,2026-05-19,MANDI-033,Mustard,PBW-343,25.0,301.5
ARR0008313,2026-01-21,MANDI-029,Sugarcane,Pusa-1121,66.0,273.46
ARR0011174,2026-02-20,MANDI-012,Mustard,Pusa-1121,116.0,386.54
ARR0023903,2026-02-23,MANDI-044,Sugarcane,Local,72.0,162.26
ARR0003075,2026-04-05,MANDI-051,Cotton,Premium,32.0,259.22
ARR0007297,2026-01-24,MANDI-014,Wheat,PBW-343,72.0,77.36
ARR0003279,2026-07-07,MANDI-027,Maize,Hybrid,30.0,7.0
ARR0008004,2026-12-03,MANDI-039,Rice,Hybrid,35.0,127.38
ARR0021767,2026-05-18,MANDI-029,Mustard,Premium,,159.01
ARR0008327,2026-03-30,MANDI-001,Rice,Pusa-1121,76.0,479.24
ARR0013517,2026-08-24,MANDI-022,Sugarcane,,19.0,33.0
ARR0007353,2026-01-27,MANDI-025,Wheat,PBW-343,120.0,339.73
ARR0013451,2026-06-05,MANDI-042,Sugarcane,Local,93.0,200.9
ARR0010752,2026-01-24,MANDI-034,Wheat,Local,50.0,289.36
ARR0007830,2026-03-03,MANDI-054,Maize,Pusa-1121,24.0,428.07
